Case #,Report Type,UCR Classification,Common Name,Address,Disposition,Occur from,Occur to,Rpt Date
15-001364,THEFT - BICYCLE,LARCENY - OTHER,X6/23/09 N8 PARKING LOT,4411  WHITMAN CT NE,CLOSED,7/29/2015 08:00PM,7/30/2015 12:20PM,7/30/2015
15-001368,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,7/30/2015 01:30PM,7/30/2015 03:00PM,7/30/2015
15-001353,ASSAULT - SIMPLE,SIMPLE ASSAULT,DRUMHELLER FOUNTAIN,3900  RAINIER VISTA NE,CLOSED,7/29/2015 02:15PM,7/29/2015 02:26PM,7/29/2015
15-001340,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,1605 NE PACIFIC ST,CLOSED,7/27/2015 12:45PM,7/27/2015 03:45PM,7/28/2015
15-001342,THEFT - OTHER,LARCENY - OTHER,BRYANT BUILDING,3840 NE 89TH ST,CLOSED,7/22/2015 08:00AM,7/28/2015 09:30AM,7/28/2015
15-001343,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,7/25/2015 08:00PM,7/28/2015 09:00AM,7/28/2015
15-001346,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,LANDER HALL-PUBLIC,1245 NE CAMPUS PKY,CLOSED,7/28/2015 11:30AM,7/28/2015 11:45AM,7/28/2015
15-001345,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,7/23/2015 03:00PM,7/23/2015 04:00PM,7/28/2015
15-001336,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,7/26/2015 09:31PM,7/26/2015 09:57PM,7/27/2015
15-001338,ASSAULT - SIMPLE,SIMPLE ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,7/22/2015 02:30PM,7/22/2015 03:00PM,7/27/2015
15-001325,THEFT - OTHER,LARCENY - OTHER,HUTCHINSON HALL,4276  EAST STEVENS WAY NE,CLOSED,7/23/2015 03:30PM,7/24/2015 07:45AM,7/24/2015
15-001326,THEFT - BICYCLE,LARCENY - OTHER,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,7/24/2015 11:00AM,7/24/2015 01:15PM,7/24/2015
15-001311,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLEARED-ARREST,7/22/2015 12:00PM,7/22/2015 12:02PM,7/22/2015
15-001312,THEFT - BICYCLE,LARCENY - OTHER,RAITT HALL,1901 NE CHELAN LN,CLOSED,7/22/2015 10:30AM,7/22/2015 02:30PM,7/22/2015
15-001313,THEFT - BICYCLE,LARCENY - OTHER,MORE HALL,3760  EAST STEVENS WAY NE,CLOSED,7/21/2015 03:00PM,7/21/2015 05:00PM,7/22/2015
15-001315,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,7/22/2015 01:00PM,7/22/2015 01:10PM,7/22/2015
15-001304,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,CONSTRUCTION SITE_ARCF,1450 NE BOAT ST,CLEARED-ARREST,7/21/2015 04:10AM,7/21/2015 04:35AM,7/21/2015
15-001307,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLOSED,7/21/2015 08:45AM,7/21/2015 09:10AM,7/21/2015
15-001310,THEFT - BICYCLE,LARCENY - OTHER,FACILITY SRVCS ADMIN BLDG,4002  EAST STEVENS WAY NE,CLOSED,7/21/2015 07:45AM,7/21/2015 05:30PM,7/21/2015
15-001299,ASSAULT - SIMPLE,SIMPLE ASSAULT,BLAKELEY VILLAGE,4747  30TH AVE NE,CLEARED-ARREST,7/19/2015 11:00PM,7/19/2015 11:07PM,7/20/2015
15-001298,THEFT - BICYCLE,LARCENY - OTHER,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,7/19/2015 05:29PM,7/19/2015 06:30PM,7/19/2015
15-001293,THEFT - OTHER,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,7/18/2015 05:50PM,7/18/2015 06:00PM,7/18/2015
15-001287,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,7/17/2015 08:46AM,7/17/2015 09:16AM,7/17/2015
15-001289,THEFT - BICYCLE,LARCENY - OTHER,LOEW HALL,3920  EAST STEVENS WAY NE,CLOSED,7/17/2015 09:00AM,7/17/2015 03:00PM,7/17/2015
15-001290,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,7/17/2015 08:00AM,7/17/2015 06:00PM,7/17/2015
15-001268,ASSAULT - SIMPLE,SIMPLE ASSAULT,LOEW HALL,3920  EAST STEVENS WAY NE,CLEARED-ARREST,7/15/2015 10:31PM,7/16/2015 12:45AM,7/16/2015
15-001269,ASSAULT - SIMPLE,SIMPLE ASSAULT,,0 NE 43RD ST,ARREST,7/16/2015 12:44AM,7/16/2015 12:44AM,7/16/2015
15-001271,THEFT - BICYCLE,LARCENY - OTHER,ELM HALL,1218 NE CAMPUS PARKWAY,CLOSED,7/15/2015 09:00PM,7/16/2015 07:00AM,7/16/2015
15-001272,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/16/2015 06:50AM,7/16/2015 07:50AM,7/16/2015
15-001285,THEFT - BICYCLE,LARCENY - OTHER,ART BLDG,1915 NE CHELAN LN,CLOSED,7/16/2015 05:50PM,7/16/2015 10:00PM,7/16/2015
15-001259,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,KINCAID HALL,3751  WEST STEVENS WAY NE,CLOSED,7/15/2015 11:51AM,7/15/2015 12:03PM,7/15/2015
15-001254,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,6/20/2015 08:00AM,7/14/2015 01:00PM,7/14/2015
15-001256,THEFT - BICYCLE,LARCENY - OTHER,ELECTRICAL ENGINEERING BLDG,3787  EAST STEVENS WAY NE,CLOSED,7/14/2015 10:15AM,7/14/2015 09:00PM,7/14/2015
15-001246,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MEANY HALL,4040  GEORGE WASHINGTON LN NE,CLOSED,7/13/2015 11:30AM,7/13/2015 02:10PM,7/13/2015
15-001247,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MEANY HALL,4040  GEORGE WASHINGTON LN NE,CLOSED,7/13/2015 02:00PM,7/13/2015 02:20PM,7/13/2015
15-001240,THEFT - BICYCLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,7/12/2015 09:36AM,7/12/2015 10:20AM,7/12/2015
15-001241,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,DISTRICT MARKET,1315 NE CAMPUS PKY,CLOSED,7/12/2015 04:45PM,7/12/2015 04:56PM,7/12/2015
15-001238,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/11/2015 07:30AM,7/11/2015 10:30PM,7/11/2015
15-001230,THEFT - OTHER,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,7/9/2015 02:30PM,7/10/2015 11:11AM,7/10/2015
15-001220,THEFT - BICYCLE PARTS,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,7/7/2015 11:25AM,7/7/2015 11:27AM,7/9/2015
15-001221,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HEC EDMUNDSON PAVILION,3870 NE MONTLAKE BLVD NE,CLOSED,7/9/2015 06:45AM,7/9/2015 07:00AM,7/9/2015
15-001209,THEFT - BICYCLE,LARCENY - OTHER,SMITH HALL,1911 NE SKAGIT LN,CLOSED,7/8/2015 07:00AM,7/8/2015 11:30AM,7/8/2015
15-001214,THEFT - BICYCLE,LARCENY - OTHER,WILLIAM H. GATES HALL,4293  MEMORIAL WAY NE,CLOSED,7/8/2015 08:30AM,7/8/2015 03:45PM,7/8/2015
15-001215,THEFT - BICYCLE,LARCENY - OTHER,HITCHCOCK OVERPASS,1605 NE PACIFIC ST,CLOSED,7/8/2015 01:00PM,7/8/2015 04:50PM,7/8/2015
15-001216,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ETHNIC CULTURAL CENTER,3931  BROOKLYN AVE NE,CLOSED,7/8/2015 11:37AM,7/8/2015 01:00PM,7/8/2015
15-001217,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,7/8/2015 05:30PM,7/8/2015 07:50PM,7/8/2015
15-001197,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CHEMISTRY BLDG,3790  OKANOGAN LN NE,CLOSED,7/7/2015 12:42AM,7/7/2015 12:45AM,7/7/2015
15-001200,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED,7/6/2015 09:30PM,7/7/2015 08:00AM,7/7/2015
15-001201,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,COMMUNICATIONS BLDG,4109  EAST STEVENS WAY NE,CLOSED,7/6/2015 02:30PM,7/6/2015 04:30PM,7/7/2015
15-001202,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,7/6/2015 07:00PM,7/7/2015 08:24PM,7/7/2015
15-001203,THEFT - BICYCLE,LARCENY - OTHER,BOTANY GREENHOUSE,3747  WEST STEVENS WAY NE,CLOSED,7/7/2015 08:00AM,7/7/2015 08:30PM,7/7/2015
15-001188,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ROOSEVELT COMMONS,4311  11TH AVE NE,CLOSED,7/2/2015 03:00PM,7/6/2015 07:30AM,7/6/2015
15-001194,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/6/2015 09:00AM,7/6/2015 04:30PM,7/6/2015
15-001182,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/4/2015 10:45PM,7/5/2015 07:25AM,7/5/2015
15-001183,THEFT - OTHER,LARCENY - OTHER,WATERFRONT ACTIVITIES CENTER,3701  WALLA WALLA RD NE,CLOSED,6/17/2015 03:45PM,7/5/2015 02:40PM,7/5/2015
15-001184,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/5/2015 04:50AM,7/5/2015 11:41AM,7/5/2015
15-001180,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,7/4/2015 01:40PM,7/4/2015 02:40PM,7/4/2015
15-001180,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,7/4/2015 01:40PM,7/4/2015 02:40PM,7/4/2015
15-001176,THEFT - OTHER,LARCENY - PURSE-SNATCHING,SCHMITZ HALL,1410 NE CAMPUS PKY,CLOSED,7/3/2015 03:36AM,7/3/2015 06:30AM,7/3/2015
15-001177,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLEARED-ARREST,7/3/2015 01:30PM,7/3/2015 01:45PM,7/3/2015
15-001178,THEFT - BICYCLE,LARCENY - OTHER,ATMOSPHERIC SCIENCE/GEOPHYSICS,3920  OKANOGAN LN NE,CLOSED,7/2/2015 04:00PM,7/3/2015 03:00AM,7/3/2015
15-001171,ASSAULT - SIMPLE,SIMPLE ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,7/1/2015 12:30AM,7/1/2015 02:00AM,7/1/2015
15-001173,THEFT - OTHER,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/30/2015 06:00PM,6/30/2015 08:30PM,7/1/2015
15-001173,THEFT - OTHER,FRAUD-CREDIT CARD/ATM,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/30/2015 06:00PM,6/30/2015 08:30PM,7/1/2015
15-001170,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/29/2015 02:50PM,6/29/2015 11:50PM,6/30/2015
15-001161,THEFT - FROM BUILDING,LARCENY - OTHER,FLEET SERVICES,4659  25TH AVE NE,CLOSED,6/24/2015 04:00PM,6/29/2015 07:00AM,6/29/2015
15-001164,THEFT - OTHER,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,6/29/2015 08:00AM,6/29/2015 04:30PM,6/29/2015
15-001156,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/28/2015 10:51AM,6/28/2015 11:30AM,6/28/2015
15-001157,THEFT - BICYCLE,LARCENY - OTHER,SCHMITZ HALL,1410 NE CAMPUS PKY,CLOSED,6/28/2015 02:30PM,6/28/2015 05:30PM,6/28/2015
15-001158,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLOSED,6/28/2015 07:21PM,6/28/2015 07:30PM,6/28/2015
15-001145,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,6/26/2015 07:48AM,6/26/2015 08:48AM,6/26/2015
15-001146,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,6/26/2015 08:09AM,6/26/2015 09:00AM,6/26/2015
15-001151,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,6/26/2015 08:00PM,6/26/2015 08:30PM,6/26/2015
15-001134,THEFT - BICYCLE,LARCENY - OTHER,T WING OVERPASS,1720 NE PACIFIC ST,CLOSED,6/22/2015 06:30AM,6/25/2015 06:00AM,6/25/2015
15-001138,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,12/19/2014 08:00AM,6/22/2015 08:00AM,6/25/2015
15-001140,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MUELLER HALL,2100 NE MASON RD,CLOSED,4/24/2015 03:30PM,4/25/2015 08:00AM,6/25/2015
15-001141,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,6/25/2015 10:00AM,6/25/2015 10:05AM,6/25/2015
15-001125,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,UNIVERSITY OF WA MEDICAL CTR,2159 NE PACIFIC ST,CLOSED,6/24/2015 11:30AM,6/24/2015 12:00PM,6/24/2015
15-001131,THEFT - BICYCLE PARTS,LARCENY - OTHER,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLOSED,6/24/2015 08:00AM,6/24/2015 07:00PM,6/24/2015
15-001132,THEFT - BICYCLE,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,6/24/2015 07:00AM,6/24/2015 07:00PM,6/24/2015
15-001118,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/23/2015 07:30AM,6/23/2015 07:45AM,6/23/2015
15-001119,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/22/2015 02:00PM,6/23/2015 12:00PM,6/23/2015
15-001121,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,6/23/2015 10:00AM,6/23/2015 06:00PM,6/23/2015
15-001112,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,6/20/2015 10:30PM,6/21/2015 07:40AM,6/22/2015
15-001115,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HEC EDMUNDSON PAVILION,3870  MONTLAKE BLVD NE,CLOSED,6/6/2015 11:00PM,6/7/2015 07:00AM,6/22/2015
15-001106,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,6/20/2015 09:00PM,6/21/2015 08:08AM,6/21/2015
15-001107,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,6/20/2015 09:00PM,6/21/2015 08:08AM,6/21/2015
15-001108,THEFT - BICYCLE,LARCENY - OTHER,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLOSED,6/21/2015 11:00AM,6/21/2015 09:00PM,6/21/2015
15-001099,THEFT - FROM BUILDING,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,6/18/2015 01:30PM,6/19/2015 08:00AM,6/19/2015
15-001102,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,6/16/2015 04:30PM,6/16/2015 11:45PM,6/19/2015
15-001100,ASSAULT - SIMPLE,SIMPLE ASSAULT,UW TOWER,4333  BROOKLYN AVE NE,CLEARED-ARREST,6/19/2015 02:29PM,6/19/2015 02:41PM,6/19/2015
15-001103,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/19/2015 08:00PM,6/19/2015 09:40PM,6/19/2015
15-001104,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/19/2015 11:00AM,6/19/2015 10:30PM,6/19/2015
15-001095,THEFT - FROM BUILDING,BURGLARY/BREAKING & ENTERING,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED,6/16/2015 06:16PM,6/18/2015 05:00PM,6/18/2015
15-001087,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HEC EDMUNDSON PAVILION,3870  MONTLAKE BLVD NE,CLOSED,6/13/2015 10:15AM,6/13/2015 05:30PM,6/17/2015
15-001091,THEFT - BICYCLE,LARCENY - OTHER,STEVENS CT APT WEST JKLM,1112 NE PACIFIC ST,CLOSED,6/15/2015 10:00AM,6/17/2015 10:30PM,6/17/2015
15-001081,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,6/15/2015 10:00PM,6/16/2015 07:00AM,6/16/2015
15-001084,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,6/2/2015 03:00PM,6/14/2015 12:00PM,6/16/2015
15-001085,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,C19 PARKING LOT,4046 E STEVENS WAY,CLOSED,6/15/2015 04:00PM,6/16/2015 01:00PM,6/16/2015
15-001078,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/15/2015 07:20AM,6/15/2015 08:43AM,6/15/2015
15-001079,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,CLOSED,6/15/2015 08:15AM,6/15/2015 04:00PM,6/15/2015
15-001074,THEFT - BICYCLE,LARCENY - OTHER,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,6/11/2015 06:50PM,6/14/2015 08:30AM,6/14/2015
15-001067,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,6/12/2015 11:15PM,6/12/2015 11:18PM,6/13/2015
15-001069,THEFT - BICYCLE,LARCENY - OTHER,FISHERY SCIENCE BLDG,1122 NE BOAT ST,CLOSED,6/12/2015 03:00PM,6/12/2015 05:00PM,6/13/2015
15-001062,THEFT - BICYCLE,LARCENY - OTHER,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,6/11/2015 06:30PM,6/12/2015 07:30AM,6/12/2015
15-001064,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLEARED-ARREST,6/12/2015 07:59AM,6/12/2015 08:01AM,6/12/2015
15-001066,THEFT - BICYCLE,LARCENY - OTHER,HAGGETT HALL,4290  WHITMAN CT NE,CLOSED,6/10/2015 04:40PM,6/12/2015 10:50PM,6/12/2015
15-001056,ASSAULT - SIMPLE,SIMPLE ASSAULT,HANSEE HALL,2011 NE 45TH ST,ARREST,6/11/2015 02:57AM,6/11/2015 05:00AM,6/11/2015
15-001059,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,6/11/2015 04:01AM,6/11/2015 01:15PM,6/11/2015
15-001060,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/10/2015 06:00PM,6/11/2015 11:00AM,6/11/2015
15-001047,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,6/10/2015 01:00AM,6/10/2015 04:15AM,6/10/2015
15-001050,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,6/9/2015 04:30PM,6/10/2015 07:00AM,6/10/2015
15-001051,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,6/9/2015 04:30PM,6/10/2015 07:00AM,6/10/2015
15-001053,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,DISTRICT MARKET,1315 NE CAMPUS PKY,CLOSED,6/10/2015 11:38AM,6/10/2015 12:00PM,6/10/2015
15-001042,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,PLANT SERVICES,4525  25TH AVE NE,CLOSED,5/11/2015 10:55AM,6/3/2015 05:00PM,6/9/2015
15-001026,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,BAGLEY HALL,3900  OKANOGAN LN NE,CLOSED,6/5/2015 06:00PM,6/8/2015 06:00AM,6/8/2015
15-001027,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,6/5/2015 06:00PM,6/5/2015 06:00PM,6/8/2015
15-001028,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,6/5/2015 06:00PM,6/8/2015 08:00AM,6/8/2015
15-001029,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MILLER HALL,2012 NE SKAGIT LN,CLOSED,6/3/2015 09:19AM,6/3/2015 04:20PM,6/8/2015
15-001030,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILLIAM H. GATES HALL,4293  MEMORIAL WAY NE,CLOSED,6/8/2015 09:28AM,6/8/2015 09:45AM,6/8/2015
15-001031,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,6/5/2015 07:30AM,6/5/2015 04:30PM,6/8/2015
15-001032,THEFT - BICYCLE,LARCENY - OTHER,HITCHCOCK HALL,1650 NE PACIFIC ST,CLOSED,6/5/2015 07:30AM,6/5/2015 04:30PM,6/8/2015
15-001034,THEFT - BICYCLE,LARCENY - OTHER,KINCAID HALL,3751  WEST STEVENS WAY NE,CLOSED,6/8/2015 11:56AM,6/8/2015 11:56AM,6/8/2015
15-001040,THEFT - OTHER,LARCENY - OTHER,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED-UNFOUNDED,6/5/2015 02:00PM,6/5/2015 02:01PM,6/8/2015
15-001015,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,6/6/2015 07:00AM,6/6/2015 11:00AM,6/6/2015
15-001016,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N10 PARKING LOT,4313  PEND OREILLE RD NE,CLOSED,6/5/2015 12:00PM,6/6/2015 09:59AM,6/6/2015
15-001005,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,PADELFORD,4110  EAST STEVENS WAY NE,CLOSED,6/1/2015 12:31PM,6/2/2015 08:00AM,6/5/2015
15-001001,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E1 PARKING LOT,4239  WALLA WALLA RD NE,CLOSED,6/3/2015 05:30AM,6/3/2015 03:30PM,6/4/2015
15-000997,THEFT - BICYCLE,LARCENY - FROM BUILDING,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,5/23/2015 06:00PM,5/26/2015 04:30PM,6/3/2015
15-000985,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED-UNFOUNDED,5/26/2015 11:50AM,6/2/2015 12:00PM,6/2/2015
15-000974,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,5/29/2015 04:00PM,6/1/2015 07:00AM,6/1/2015
15-000976,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,5/29/2015 09:00AM,5/29/2015 10:00AM,6/1/2015
15-000977,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,5/29/2015 08:05AM,5/29/2015 05:00PM,6/1/2015
15-000979,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,5/31/2015 08:00AM,5/31/2015 05:00PM,6/1/2015
15-000980,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,6/1/2015 01:10PM,6/1/2015 01:15PM,6/1/2015
15-000968,VEHICLE THEFT,MOTOR VEHICLE THEFT,W32/33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,5/29/2015 02:23PM,5/30/2015 11:00AM,5/30/2015
15-000959,THEFT - OTHER,LARCENY - FROM BUILDING,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,5/28/2015 11:00AM,5/28/2015 11:30AM,5/28/2015
15-000960,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E12 PARKING LOT,3750  MONTLAKE BLVD NE,CLOSED,5/28/2015 09:00AM,5/28/2015 11:30AM,5/28/2015
